time_s,acceleration_g
0.000000,-5.464132891e-04
0.020000,-5.479113740e-04
0.040000,-5.494113603e-04
0.060000,-5.508951097e-04
0.080000,-5.523827415e-04
0.100000,-5.538544478e-04
0.120000,-5.553247279e-04
0.140000,-5.567890562e-04
0.160000,-5.582358726e-04
0.180000,-5.596954250e-04
0.200000,-5.610976931e-04
0.220000,-5.625268116e-04
0.240000,-5.638863772e-04
0.260000,-5.653222077e-04
0.280000,-5.666270549e-04
0.300000,-5.679638417e-04
0.320000,-5.694935082e-04
0.340000,-5.712355776e-04
0.360000,-5.728273154e-04
0.380000,-5.751584788e-04
0.400000,-5.809190550e-04
0.420000,-5.872328861e-04
0.440000,-5.844477885e-04
0.460000,-5.701123818e-04
0.480000,-5.570298256e-04
0.500000,-5.515550344e-04
0.520000,-5.441818610e-04
0.540000,-5.387793398e-04
0.560000,-5.500775269e-04
0.580000,-5.609135142e-04
0.600000,-5.272676887e-04
0.620000,-4.553450089e-04
0.640000,-4.451561868e-04
0.660000,-5.300068544e-04
0.680000,-6.141415686e-04
0.700000,-6.772702291e-04
0.720000,-8.288831182e-04
0.740000,-1.090686136e-03
0.760000,-1.288667281e-03
0.780000,-1.303358635e-03
0.800000,-1.148439076e-03
0.820000,-8.445283308e-04
0.840000,-4.807185291e-04
0.860000,-3.977745368e-04
0.880000,-8.252547099e-04
0.900000,-1.388709278e-03
0.920000,-1.628181643e-03
0.940000,-1.729134899e-03
0.960000,-2.266348227e-03
0.980000,-2.932905940e-03
1.000000,-2.924041269e-03
1.020000,-2.383266435e-03
1.040000,-1.670685741e-03
1.060000,-4.217597695e-04
1.080000,1.488030500e-03
1.100000,2.818309271e-03
1.120000,2.577531064e-03
1.140000,1.868659559e-03
1.160000,1.926002482e-03
1.180000,2.129451318e-03
1.200000,1.329594632e-03
1.220000,1.278039244e-04
1.240000,5.542222674e-04
1.260000,1.774458043e-03
1.280000,7.161100554e-04
1.300000,-2.415681818e-03
1.320000,-5.568879552e-03
1.340000,-8.378691171e-03
1.360000,-1.091168535e-02
1.380000,-1.040346126e-02
1.400000,-4.662239687e-03
1.420000,1.169534559e-03
1.440000,1.347015415e-03
1.460000,-1.330124035e-03
1.480000,-1.804335987e-03
1.500000,-1.557838157e-03
1.520000,-4.333432335e-03
1.540000,-7.525946696e-03
1.560000,-5.555399008e-03
1.580000,-1.324716288e-03
1.600000,-3.017840898e-03
1.620000,-8.443262560e-03
1.640000,-8.636383554e-03
1.660000,-5.027810690e-03
1.680000,-6.177536987e-03
1.700000,-9.325578593e-03
1.720000,-5.216149981e-03
1.740000,5.620854233e-04
1.760000,-3.825215366e-03
1.780000,-1.263229287e-02
1.800000,-8.277600274e-03
