time_s,acceleration_g
0.000000,-3.657398568e-04
0.010000,-3.658662154e-04
0.020000,-3.659899999e-04
0.030000,-3.661112057e-04
0.040000,-3.662298285e-04
0.050000,-3.663458639e-04
0.060000,-3.664593072e-04
0.070000,-3.665701542e-04
0.080000,-3.666784010e-04
0.090000,-3.667840441e-04
0.100000,-3.668870815e-04
0.110000,-3.669875171e-04
0.120000,-3.670853651e-04
0.130000,-3.671806429e-04
0.140000,-3.672733521e-04
0.150000,-3.673634735e-04
0.160000,-3.674510201e-04
0.170000,-3.675361324e-04
0.180000,-3.676190830e-04
0.190000,-3.677000659e-04
0.200000,-3.677789458e-04
0.210000,-3.678554472e-04
0.220000,-3.679299193e-04
0.230000,-3.680038400e-04
0.240000,-3.680788928e-04
0.250000,-3.681548869e-04
0.260000,-3.682289146e-04
0.270000,-3.682981787e-04
0.280000,-3.683654713e-04
0.290000,-3.684419391e-04
0.300000,-3.685419902e-04
0.310000,-3.686725648e-04
0.320000,-3.688268732e-04
0.330000,-3.689896913e-04
0.340000,-3.691477251e-04
0.350000,-3.692911595e-04
0.360000,-3.694027235e-04
0.370000,-3.694476711e-04
0.380000,-3.693839401e-04
0.390000,-3.691977405e-04
0.400000,-3.689384736e-04
0.410000,-3.687061506e-04
0.420000,-3.685790885e-04
0.430000,-3.685451786e-04
0.440000,-3.685233940e-04
0.450000,-3.684878053e-04
0.460000,-3.686018243e-04
0.470000,-3.692119691e-04
0.480000,-3.705942158e-04
0.490000,-3.725601111e-04
0.500000,-3.742933120e-04
0.510000,-3.747180614e-04
0.520000,-3.732032265e-04
0.530000,-3.700231006e-04
0.540000,-3.662143703e-04
0.550000,-3.630193500e-04
0.560000,-3.614116628e-04
0.570000,-3.620298463e-04
0.580000,-3.653216551e-04
0.590000,-3.713123252e-04
0.600000,-3.788194462e-04
0.610000,-3.849764382e-04
0.620000,-3.862639420e-04
0.630000,-3.810168229e-04
0.640000,-3.715669656e-04
0.650000,-3.637447402e-04
0.660000,-3.633302561e-04
0.670000,-3.719214098e-04
0.680000,-3.856579786e-04
0.690000,-3.978514968e-04
0.700000,-4.031830777e-04
0.710000,-4.002505427e-04
0.720000,-3.911349778e-04
0.730000,-3.790300993e-04
0.740000,-3.663153074e-04
0.750000,-3.549741222e-04
0.760000,-3.485717846e-04
0.770000,-3.524107367e-04
0.780000,-3.697257627e-04
0.790000,-3.963582566e-04
0.800000,-4.192486505e-04
0.810000,-4.220548932e-04
0.820000,-3.955268522e-04
0.830000,-3.449818909e-04
0.840000,-2.878564900e-04
0.850000,-2.430375312e-04
0.860000,-2.222927254e-04
0.870000,-2.308401306e-04
0.880000,-2.718845281e-04
0.890000,-3.456296496e-04
0.900000,-4.427207810e-04
0.910000,-5.412477450e-04
0.920000,-6.138089633e-04
0.930000,-6.421297118e-04
0.940000,-6.297626043e-04
0.950000,-6.008544220e-04
0.960000,-5.801411652e-04
0.970000,-5.682911038e-04
0.980000,-5.383247229e-04
0.990000,-4.611189159e-04
1.000000,-3.361338363e-04
1.010000,-1.972679786e-04
1.020000,-9.024816640e-05
1.030000,-4.310183910e-05
1.040000,-5.197963798e-05
1.050000,-9.095884227e-05
1.060000,-1.383217956e-04
1.070000,-1.961815308e-04
1.080000,-2.806852249e-04
1.090000,-3.895354199e-04
1.100000,-4.846716048e-04
1.110000,-5.164749515e-04
1.120000,-4.685973155e-04
1.130000,-3.763293531e-04
1.140000,-2.982544852e-04
1.150000,-2.697105924e-04
1.160000,-2.846010590e-04
