time_s,acceleration_g
0.000000,-3.458105064e-04
0.005000,-3.453607164e-04
0.010000,-3.449097463e-04
0.015000,-3.444572809e-04
0.020000,-3.440031397e-04
0.025000,-3.435472673e-04
0.030000,-3.430896894e-04
0.035000,-3.426304600e-04
0.040000,-3.421696217e-04
0.045000,-3.417071907e-04
0.050000,-3.412431602e-04
0.055000,-3.407775131e-04
0.060000,-3.403102347e-04
0.065000,-3.398413177e-04
0.070000,-3.393707629e-04
0.075000,-3.388985750e-04
0.080000,-3.384247586e-04
0.085000,-3.379493160e-04
0.090000,-3.374722471e-04
0.095000,-3.369935503e-04
0.100000,-3.365132236e-04
0.105000,-3.360312657e-04
0.110000,-3.355476762e-04
0.115000,-3.350624550e-04
0.120000,-3.345756026e-04
0.125000,-3.340871189e-04
0.130000,-3.335970039e-04
0.135000,-3.331052573e-04
0.140000,-3.326118785e-04
0.145000,-3.321168673e-04
0.150000,-3.316202234e-04
0.155000,-3.311219465e-04
0.160000,-3.306220365e-04
0.165000,-3.301204932e-04
0.170000,-3.296173165e-04
0.175000,-3.291125061e-04
0.180000,-3.286060618e-04
0.185000,-3.280979834e-04
0.190000,-3.275882707e-04
0.195000,-3.270769236e-04
0.200000,-3.265639418e-04
0.205000,-3.260493253e-04
0.210000,-3.255330738e-04
0.215000,-3.250151872e-04
0.220000,-3.244956654e-04
0.225000,-3.239745082e-04
0.230000,-3.234517154e-04
0.235000,-3.229272870e-04
0.240000,-3.224012227e-04
0.245000,-3.218735226e-04
0.250000,-3.213441864e-04
0.255000,-3.208132141e-04
0.260000,-3.202806056e-04
0.265000,-3.197463607e-04
0.270000,-3.192104794e-04
0.275000,-3.186729617e-04
0.280000,-3.181338073e-04
0.285000,-3.175930163e-04
0.290000,-3.170505886e-04
0.295000,-3.165065241e-04
0.300000,-3.159608227e-04
0.305000,-3.154134845e-04
0.310000,-3.148645094e-04
0.315000,-3.143138973e-04
0.320000,-3.137616482e-04
0.325000,-3.132077621e-04
0.330000,-3.126522390e-04
0.335000,-3.120950789e-04
0.340000,-3.115362817e-04
0.345000,-3.109758475e-04
0.350000,-3.104137762e-04
0.355000,-3.098500680e-04
0.360000,-3.092847227e-04
0.365000,-3.087177405e-04
0.370000,-3.081491213e-04
0.375000,-3.075788652e-04
0.380000,-3.070069723e-04
0.385000,-3.064334426e-04
0.390000,-3.058582761e-04
0.395000,-3.052814729e-04
0.400000,-3.047030331e-04
0.405000,-3.041229568e-04
0.410000,-3.035412440e-04
0.415000,-3.029578949e-04
0.420000,-3.023729094e-04
0.425000,-3.017862878e-04
0.430000,-3.011980301e-04
0.435000,-3.006081365e-04
0.440000,-3.000166070e-04
0.445000,-2.994234419e-04
0.450000,-2.988286411e-04
0.455000,-2.982322049e-04
0.460000,-2.976341334e-04
0.465000,-2.970344268e-04
0.470000,-2.964330851e-04
0.475000,-2.958301087e-04
0.480000,-2.952254976e-04
0.485000,-2.946192520e-04
0.490000,-2.940113722e-04
0.495000,-2.934018582e-04
0.500000,-2.927907103e-04
0.505000,-2.921779287e-04
0.510000,-2.915635136e-04
0.515000,-2.909474652e-04
0.520000,-2.903297838e-04
0.525000,-2.897104695e-04
0.530000,-2.890895226e-04
0.535000,-2.884669434e-04
0.540000,-2.878427321e-04
0.545000,-2.872168889e-04
0.550000,-2.865894141e-04
0.555000,-2.859603080e-04
0.560000,-2.853295707e-04
0.565000,-2.846972027e-04
0.570000,-2.840632041e-04
0.575000,-2.834275753e-04
0.580000,-2.827903166e-04
0.585000,-2.821514284e-04
0.590000,-2.815109110e-04
0.595000,-2.808687648e-04
0.600000,-2.802249900e-04
0.605000,-2.795795871e-04
0.610000,-2.789325561e-04
0.615000,-2.782838973e-04
0.620000,-2.776336110e-04
0.625000,-2.769816975e-04
0.630000,-2.763281570e-04
0.635000,-2.756729901e-04
0.640000,-2.750161971e-04
0.645000,-2.743577786e-04
0.650000,-2.736977352e-04
0.655000,-2.730360675e-04
0.660000,-2.723727762e-04
0.665000,-2.717078621e-04
0.670000,-2.710413259e-04
0.675000,-2.703731679e-04
0.680000,-2.697033881e-04
0.685000,-2.690319861e-04
0.690000,-2.683589611e-04
0.695000,-2.676843126e-04
0.700000,-2.670080404e-04
0.705000,-2.663301452e-04
0.710000,-2.656506283e-04
0.715000,-2.649694914e-04
0.720000,-2.642867360e-04
0.725000,-2.636023628e-04
0.730000,-2.629163718e-04
0.735000,-2.622287623e-04
0.740000,-2.615395337e-04
0.745000,-2.608486862e-04
0.750000,-2.601562210e-04
0.755000,-2.594621403e-04
0.760000,-2.587664462e-04
0.765000,-2.580691404e-04
0.770000,-2.573702235e-04
0.775000,-2.566696948e-04
0.780000,-2.559675537e-04
0.785000,-2.552638011e-04
0.790000,-2.545584404e-04
0.795000,-2.538514784e-04
0.800000,-2.531429236e-04
0.805000,-2.524327829e-04
0.810000,-2.517210579e-04
0.815000,-2.510077415e-04
0.820000,-2.502928170e-04
0.825000,-2.495762600e-04
0.830000,-2.488580454e-04
0.835000,-2.481381541e-04
0.840000,-2.474165815e-04
0.845000,-2.466933406e-04
0.850000,-2.459684616e-04
0.855000,-2.452419852e-04
0.860000,-2.445139533e-04
0.865000,-2.437843991e-04
0.870000,-2.430533393e-04
0.875000,-2.423207723e-04
0.880000,-2.415866803e-04
0.885000,-2.408510358e-04
0.890000,-2.401138078e-04
0.895000,-2.393749674e-04
0.900000,-2.386344891e-04
0.905000,-2.378923501e-04
0.910000,-2.371485300e-04
0.915000,-2.364030128e-04
0.920000,-2.356557928e-04
0.925000,-2.349068833e-04
0.930000,-2.341563227e-04
0.935000,-2.334041737e-04
0.940000,-2.326505119e-04
0.945000,-2.318954053e-04
0.950000,-2.311388907e-04
0.955000,-2.303809574e-04
0.960000,-2.296215437e-04
0.965000,-2.288605509e-04
0.970000,-2.280978688e-04
0.975000,-2.273334036e-04
0.980000,-2.265671003e-04
0.985000,-2.257989536e-04
0.990000,-2.250290074e-04
0.995000,-2.242573458e-04
1.000000,-2.234840808e-04
1.005000,-2.227093357e-04
1.010000,-2.219332279e-04
1.015000,-2.211558478e-04
1.020000,-2.203772396e-04
1.025000,-2.195973857e-04
1.030000,-2.188161965e-04
1.035000,-2.180335070e-04
1.040000,-2.172490780e-04
1.045000,-2.164626059e-04
1.050000,-2.156737543e-04
1.055000,-2.148822183e-04
1.060000,-2.140878273e-04
1.065000,-2.132906674e-04
1.070000,-2.124911758e-04
1.075000,-2.116901497e-04
1.080000,-2.108886281e-04
1.085000,-2.100876518e-04
1.090000,-2.092879692e-04
1.095000,-2.084897911e-04
1.100000,-2.076926909e-04
1.105000,-2.068956879e-04
1.110000,-2.060974713e-04
1.115000,-2.052966645e-04
1.120000,-2.044920294e-04
1.125000,-2.036825681e-04
1.130000,-2.028675576e-04
1.135000,-2.020466015e-04
1.140000,-2.012197596e-04
1.145000,-2.003877362e-04
1.150000,-1.995520171e-04
1.155000,-1.987148105e-04
1.160000,-1.978787081e-04
1.165000,-1.970461122e-04
1.170000,-1.962186097e-04
1.175000,-1.953965303e-04
1.180000,-1.945788610e-04
1.185000,-1.937635385e-04
1.190000,-1.929479774e-04
1.195000,-1.921296171e-04
1.200000,-1.913063145e-04
1.205000,-1.904765485e-04
1.210000,-1.896395308e-04
1.215000,-1.887953555e-04
1.220000,-1.879452260e-04
1.225000,-1.870916347e-04
1.230000,-1.862382496e-04
1.235000,-1.853892953e-04
1.240000,-1.845484233e-04
1.245000,-1.837173657e-04
1.250000,-1.828948944e-04
1.255000,-1.820766074e-04
1.260000,-1.812557993e-04
1.265000,-1.804252254e-04
1.270000,-1.795791710e-04
1.275000,-1.787150850e-04
1.280000,-1.778342345e-04
1.285000,-1.769412934e-04
1.290000,-1.760432434e-04
1.295000,-1.751481864e-04
1.300000,-1.742645121e-04
1.305000,-1.734004285e-04
1.310000,-1.725634492e-04
1.315000,-1.717593148e-04
1.320000,-1.709901705e-04
1.325000,-1.702524414e-04
1.330000,-1.695353926e-04
1.335000,-1.688214241e-04
1.340000,-1.680886130e-04
1.345000,-1.673150716e-04
1.350000,-1.664838446e-04
1.355000,-1.655867838e-04
1.360000,-1.646262962e-04
1.365000,-1.636147973e-04
1.370000,-1.625725641e-04
1.375000,-1.615249746e-04
1.380000,-1.604997082e-04
1.385000,-1.595237234e-04
1.390000,-1.586193476e-04
1.395000,-1.577991113e-04
1.400000,-1.570600181e-04
1.405000,-1.563792131e-04
1.410000,-1.557136389e-04
1.415000,-1.550056416e-04
1.420000,-1.541946038e-04
1.425000,-1.532322427e-04
1.430000,-1.520973061e-04
1.435000,-1.508049438e-04
1.440000,-1.494073287e-04
1.445000,-1.479846889e-04
1.450000,-1.466287963e-04
1.455000,-1.454231040e-04
1.460000,-1.444244734e-04
1.465000,-1.436507187e-04
1.470000,-1.430764855e-04
1.475000,-1.426379363e-04
1.480000,-1.422449462e-04
1.485000,-1.417983246e-04
1.490000,-1.412089718e-04
1.495000,-1.404156977e-04
1.500000,-1.393985239e-04
1.505000,-1.381846788e-04
1.510000,-1.368453783e-04
1.515000,-1.354830579e-04
1.520000,-1.342109355e-04
1.525000,-1.331291387e-04
1.530000,-1.323031998e-04
1.535000,-1.317505770e-04
1.540000,-1.314385813e-04
1.545000,-1.312933029e-04
1.550000,-1.312153982e-04
1.555000,-1.310967824e-04
1.560000,-1.308334601e-04
1.565000,-1.303333786e-04
1.570000,-1.295221887e-04
1.575000,-1.283514725e-04
1.580000,-1.268118066e-04
1.585000,-1.249477452e-04
1.590000,-1.228665302e-04
1.595000,-1.207308472e-04
1.600000,-1.187304491e-04
1.605000,-1.170368078e-04
1.610000,-1.157547495e-04
1.615000,-1.148897769e-04
1.620000,-1.143459403e-04
1.625000,-1.139574416e-04
1.630000,-1.135427676e-04
1.635000,-1.129601018e-04
1.640000,-1.121423723e-04
1.645000,-1.111001145e-04
1.650000,-1.098956723e-04
1.655000,-1.086054335e-04
1.660000,-1.072910596e-04
1.665000,-1.059937886e-04
1.670000,-1.047513891e-04
1.675000,-1.036228560e-04
1.680000,-1.026994214e-04
1.685000,-1.020860730e-04
1.690000,-1.018535911e-04
1.695000,-1.019796217e-04
1.700000,-1.023088035e-04
1.705000,-1.025593049e-04
1.710000,-1.023856279e-04
1.715000,-1.014821017e-04
1.720000,-9.968999879e-05
1.725000,-9.706497205e-05
1.730000,-9.387534573e-05
1.735000,-9.053065878e-05
1.740000,-8.747043488e-05
1.745000,-8.506001393e-05
1.750000,-8.353405024e-05
1.755000,-8.300130924e-05
1.760000,-8.349049512e-05
1.765000,-8.499455719e-05
1.770000,-8.747348248e-05
1.775000,-9.080303403e-05
1.780000,-9.469512958e-05
1.785000,-9.864327758e-05
1.790000,-1.019466761e-04
1.795000,-1.038361519e-04
1.800000,-1.036772882e-04
1.805000,-1.011839269e-04
