time_s,acceleration_g
0.000000,-2.170054654e-04
0.005000,-2.172413512e-04
0.010000,-2.174765561e-04
0.015000,-2.177107017e-04
0.020000,-2.179436198e-04
0.025000,-2.181753466e-04
0.030000,-2.184060472e-04
0.035000,-2.186359144e-04
0.040000,-2.188650862e-04
0.045000,-2.190936104e-04
0.050000,-2.193214557e-04
0.055000,-2.195485509e-04
0.060000,-2.197748270e-04
0.065000,-2.200002425e-04
0.070000,-2.202247890e-04
0.075000,-2.204484789e-04
0.080000,-2.206713293e-04
0.085000,-2.208933493e-04
0.090000,-2.211145357e-04
0.095000,-2.213348753e-04
0.100000,-2.215543511e-04
0.105000,-2.217729480e-04
0.110000,-2.219906550e-04
0.115000,-2.222074653e-04
0.120000,-2.224233737e-04
0.125000,-2.226383751e-04
0.130000,-2.228524628e-04
0.135000,-2.230656284e-04
0.140000,-2.232778627e-04
0.145000,-2.234891561e-04
0.150000,-2.236994995e-04
0.155000,-2.239088842e-04
0.160000,-2.241173021e-04
0.165000,-2.243247449e-04
0.170000,-2.245312044e-04
0.175000,-2.247366719e-04
0.180000,-2.249411386e-04
0.185000,-2.251445958e-04
0.190000,-2.253470345e-04
0.195000,-2.255484459e-04
0.200000,-2.257488212e-04
0.205000,-2.259481517e-04
0.210000,-2.261464286e-04
0.215000,-2.263436430e-04
0.220000,-2.265397862e-04
0.225000,-2.267348492e-04
0.230000,-2.269288233e-04
0.235000,-2.271216996e-04
0.240000,-2.273134693e-04
0.245000,-2.275041236e-04
0.250000,-2.276936539e-04
0.255000,-2.278820514e-04
0.260000,-2.280693074e-04
0.265000,-2.282554133e-04
0.270000,-2.284403606e-04
0.275000,-2.286241408e-04
0.280000,-2.288067453e-04
0.285000,-2.289881659e-04
0.290000,-2.291683942e-04
0.295000,-2.293474221e-04
0.300000,-2.295252415e-04
0.305000,-2.297018444e-04
0.310000,-2.298772229e-04
0.315000,-2.300513693e-04
0.320000,-2.302242760e-04
0.325000,-2.303959354e-04
0.330000,-2.305663403e-04
0.335000,-2.307354835e-04
0.340000,-2.309033580e-04
0.345000,-2.310699571e-04
0.350000,-2.312352740e-04
0.355000,-2.313993025e-04
0.360000,-2.315620362e-04
0.365000,-2.317234692e-04
0.370000,-2.318835959e-04
0.375000,-2.320424106e-04
0.380000,-2.321999083e-04
0.385000,-2.323560839e-04
0.390000,-2.325109327e-04
0.395000,-2.326644505e-04
0.400000,-2.328166332e-04
0.405000,-2.329674771e-04
0.410000,-2.331169788e-04
0.415000,-2.332651352e-04
0.420000,-2.334119439e-04
0.425000,-2.335574025e-04
0.430000,-2.337015093e-04
0.435000,-2.338442627e-04
0.440000,-2.339856619e-04
0.445000,-2.341257062e-04
0.450000,-2.342643956e-04
0.455000,-2.344017305e-04
0.460000,-2.345377118e-04
0.465000,-2.346723409e-04
0.470000,-2.348056198e-04
0.475000,-2.349375512e-04
0.480000,-2.350681380e-04
0.485000,-2.351973840e-04
0.490000,-2.353252936e-04
0.495000,-2.354518716e-04
0.500000,-2.355771238e-04
0.505000,-2.357010563e-04
0.510000,-2.358236762e-04
0.515000,-2.359449915e-04
0.520000,-2.360650110e-04
0.525000,-2.361837447e-04
0.530000,-2.363012035e-04
0.535000,-2.364173995e-04
0.540000,-2.365323457e-04
0.545000,-2.366460557e-04
0.550000,-2.367585438e-04
0.555000,-2.368698244e-04
0.560000,-2.369799122e-04
0.565000,-2.370888223e-04
0.570000,-2.371965704e-04
0.575000,-2.373031734e-04
0.580000,-2.374086504e-04
0.585000,-2.375130230e-04
0.590000,-2.376163160e-04
0.595000,-2.377185569e-04
0.600000,-2.378197757e-04
0.605000,-2.379200027e-04
0.610000,-2.380192671e-04
0.615000,-2.381175952e-04
0.620000,-2.382150087e-04
0.625000,-2.383115247e-04
0.630000,-2.384071570e-04
0.635000,-2.385019191e-04
0.640000,-2.385958281e-04
0.645000,-2.386889094e-04
0.650000,-2.387812003e-04
0.655000,-2.388727524e-04
0.660000,-2.389636305e-04
0.665000,-2.390539093e-04
0.670000,-2.391436668e-04
0.675000,-2.392329770e-04
0.680000,-2.393219031e-04
0.685000,-2.394104934e-04
0.690000,-2.394987810e-04
0.695000,-2.395867890e-04
0.700000,-2.396745384e-04
0.705000,-2.397620580e-04
0.710000,-2.398493919e-04
0.715000,-2.399366018e-04
0.720000,-2.400237617e-04
0.725000,-2.401109459e-04
0.730000,-2.401982118e-04
0.735000,-2.402855831e-04
0.740000,-2.403730416e-04
0.745000,-2.404605309e-04
0.750000,-2.405479787e-04
0.755000,-2.406353344e-04
0.760000,-2.407226163e-04
0.765000,-2.408099562e-04
0.770000,-2.408976256e-04
0.775000,-2.409860302e-04
0.780000,-2.410756629e-04
0.785000,-2.411670175e-04
0.790000,-2.412604756e-04
0.795000,-2.413561907e-04
0.800000,-2.414540022e-04
0.805000,-2.415534085e-04
0.810000,-2.416536216e-04
0.815000,-2.417537066e-04
0.820000,-2.418527890e-04
0.825000,-2.419502909e-04
0.830000,-2.420461408e-04
0.835000,-2.421409003e-04
0.840000,-2.422357598e-04
0.845000,-2.423323814e-04
0.850000,-2.424326046e-04
0.855000,-2.425380698e-04
0.860000,-2.426498456e-04
0.865000,-2.427681640e-04
0.870000,-2.428923543e-04
0.875000,-2.430210323e-04
0.880000,-2.431525399e-04
0.885000,-2.432855641e-04
0.890000,-2.434198013e-04
0.895000,-2.435565000e-04
0.900000,-2.436987145e-04
0.905000,-2.438511503e-04
0.910000,-2.440195663e-04
0.915000,-2.442098051e-04
0.920000,-2.444266252e-04
0.925000,-2.446725870e-04
0.930000,-2.449472632e-04
0.935000,-2.452470019e-04
0.940000,-2.455653600e-04
0.945000,-2.458941723e-04
0.950000,-2.462250586e-04
0.955000,-2.465510376e-04
0.960000,-2.468678586e-04
0.965000,-2.471746954e-04
0.970000,-2.474739794e-04
0.975000,-2.477703516e-04
0.980000,-2.480689458e-04
0.985000,-2.483734131e-04
0.990000,-2.486842078e-04
0.995000,-2.489976371e-04
1.000000,-2.493060170e-04
1.005000,-2.495990049e-04
1.010000,-2.498658465e-04
1.015000,-2.500979801e-04
1.020000,-2.502912567e-04
1.025000,-2.504470473e-04
1.030000,-2.505717356e-04
1.035000,-2.506745101e-04
1.040000,-2.507638789e-04
1.045000,-2.508438051e-04
1.050000,-2.509106556e-04
1.055000,-2.509521523e-04
1.060000,-2.509491725e-04
1.065000,-2.508805945e-04
1.070000,-2.507305623e-04
1.075000,-2.504967365e-04
1.080000,-2.501975353e-04
1.085000,-2.498762246e-04
1.090000,-2.496000958e-04
1.095000,-2.494538608e-04
1.100000,-2.495276349e-04
1.105000,-2.499012343e-04
1.110000,-2.506276546e-04
1.115000,-2.517192378e-04
1.120000,-2.531399418e-04
1.125000,-2.548062396e-04
1.130000,-2.565975851e-04
1.135000,-2.583753866e-04
1.140000,-2.600074279e-04
1.145000,-2.613931619e-04
1.150000,-2.624846615e-04
1.155000,-2.632985075e-04
1.160000,-2.639154923e-04
1.165000,-2.644674430e-04
1.170000,-2.651131925e-04
1.175000,-2.660081278e-04
1.180000,-2.672732477e-04
1.185000,-2.689698785e-04
1.190000,-2.710850487e-04
1.195000,-2.735302435e-04
1.200000,-2.761533703e-04
1.205000,-2.787609233e-04
1.210000,-2.811452356e-04
1.215000,-2.831108669e-04
1.220000,-2.844948325e-04
1.225000,-2.851774028e-04
1.230000,-2.850830579e-04
1.235000,-2.841740893e-04
1.240000,-2.824414344e-04
1.245000,-2.798979286e-04
1.250000,-2.765779988e-04
1.255000,-2.725451831e-04
1.260000,-2.679054779e-04
1.265000,-2.628214510e-04
1.270000,-2.575203232e-04
1.275000,-2.522895181e-04
1.280000,-2.474556825e-04
1.285000,-2.433474491e-04
1.290000,-2.402472917e-04
1.295000,-2.383424229e-04
1.300000,-2.376874359e-04
1.305000,-2.381912074e-04
1.310000,-2.396369072e-04
1.315000,-2.417371019e-04
1.320000,-2.442170983e-04
1.325000,-2.469108750e-04
1.330000,-2.498475918e-04
1.335000,-2.533049202e-04
1.340000,-2.578095486e-04
1.345000,-2.640750085e-04
1.350000,-2.728806634e-04
1.355000,-2.849102881e-04
1.360000,-3.005805439e-04
1.365000,-3.198956161e-04
1.370000,-3.423623205e-04
1.375000,-3.669899020e-04
1.380000,-3.923822716e-04
1.385000,-4.169109130e-04
1.390000,-4.389384196e-04
1.395000,-4.570498913e-04
1.400000,-4.702455548e-04
1.405000,-4.780544605e-04
1.410000,-4.805451311e-04
1.415000,-4.782314181e-04
1.420000,-4.718955970e-04
1.425000,-4.623702272e-04
1.430000,-4.503305327e-04
1.435000,-4.361470500e-04
1.440000,-4.198340504e-04
1.445000,-4.011059360e-04
1.450000,-3.795270819e-04
1.455000,-3.547171962e-04
1.460000,-3.265602470e-04
1.465000,-2.953640917e-04
1.470000,-2.619304947e-04
1.475000,-2.275180956e-04
1.480000,-1.937082264e-04
1.485000,-1.622081768e-04
1.490000,-1.346420380e-04
1.495000,-1.123812770e-04
1.500000,-9.645473845e-05
1.505000,-8.755362167e-05
1.510000,-8.611728155e-05
1.515000,-9.245861527e-05
1.520000,-1.068716219e-04
1.525000,-1.296645385e-04
1.530000,-1.610816145e-04
1.535000,-2.011114898e-04
1.540000,-2.492215546e-04
1.545000,-3.040936304e-04
1.550000,-3.634549157e-04
1.555000,-4.240912047e-04
1.560000,-4.820953374e-04
1.565000,-5.333488611e-04
1.570000,-5.741716984e-04
1.575000,-6.020193785e-04
1.580000,-6.160754681e-04
1.585000,-6.175887449e-04
1.590000,-6.098432667e-04
1.595000,-5.977189621e-04
1.600000,-5.868871871e-04
1.605000,-5.827712223e-04
1.610000,-5.894660625e-04
1.615000,-6.088383242e-04
1.620000,-6.400061742e-04
1.625000,-6.793316487e-04
1.630000,-7.209555326e-04
1.635000,-7.577894919e-04
1.640000,-7.827776987e-04
1.645000,-7.901757618e-04
1.650000,-7.765854373e-04
1.655000,-7.415336418e-04
1.660000,-6.874834611e-04
1.665000,-6.192904553e-04
1.670000,-5.432399419e-04
1.675000,-4.658907857e-04
1.680000,-3.929869027e-04
1.685000,-3.286706162e-04
1.690000,-2.751488863e-04
1.695000,-2.328448172e-04
1.700000,-2.009423655e-04
1.705000,-1.781335391e-04
1.710000,-1.633305515e-04
1.715000,-1.561237792e-04
1.720000,-1.568466238e-04
1.725000,-1.662303716e-04
1.730000,-1.847631772e-04
1.735000,-2.119703882e-04
1.740000,-2.458772089e-04
1.745000,-2.828827999e-04
1.750000,-3.181714715e-04
1.755000,-3.466364290e-04
1.760000,-3.641340611e-04
1.765000,-3.687658385e-04
1.770000,-3.618367088e-04
1.775000,-3.481818609e-04
1.780000,-3.356830476e-04
1.785000,-3.339837445e-04
1.790000,-3.526152898e-04
1.795000,-3.989136999e-04
1.800000,-4.761948173e-04
1.805000,-5.826362122e-04
1.810000,-7.111843942e-04
1.815000,-8.505885805e-04
1.820000,-9.874037702e-04
1.825000,-1.108566174e-03
1.830000,-1.203983233e-03
1.835000,-1.268543606e-03
1.840000,-1.303057073e-03
1.845000,-1.313863370e-03
1.850000,-1.311153414e-03
1.855000,-1.306355180e-03
1.860000,-1.309174276e-03
1.865000,-1.324984577e-03
1.870000,-1.353206586e-03
1.875000,-1.387098567e-03
1.880000,-1.415064580e-03
1.885000,-1.423228517e-03
1.890000,-1.398718149e-03
1.895000,-1.332922083e-03
1.900000,-1.223970258e-03
1.905000,-1.077850412e-03
1.910000,-9.078721726e-04
1.915000,-7.325577555e-04
1.920000,-5.723885065e-04
1.925000,-4.460889395e-04
1.930000,-3.672274223e-04
1.935000,-3.418342387e-04
1.940000,-3.675030308e-04
1.945000,-4.341058508e-04
1.950000,-5.258937612e-04
1.955000,-6.244583905e-04
1.960000,-7.118656173e-04
1.965000,-7.732799101e-04
1.970000,-7.985734244e-04
1.975000,-7.827104793e-04
1.980000,-7.250349624e-04
1.985000,-6.278730660e-04
1.990000,-4.950183037e-04
1.995000,-3.306490475e-04
2.000000,-1.390491993e-04
2.005000,7.478552182e-05
2.010000,3.038862836e-04
2.015000,5.378750998e-04
2.020000,7.619509293e-04
2.025000,9.568438486e-04
2.030000,1.100071678e-03
2.035000,1.168507020e-03
2.040000,1.141896485e-03
2.045000,1.006657857e-03
2.050000,7.591015423e-04
2.055000,4.072417025e-04
2.060000,-2.940202093e-05
2.065000,-5.221970905e-04
2.070000,-1.037667524e-03
2.075000,-1.542855869e-03
2.080000,-2.010685241e-03
2.085000,-2.424166819e-03
2.090000,-2.778506666e-03
2.095000,-3.080599795e-03
2.100000,-3.345958105e-03
2.105000,-3.593673540e-03
2.110000,-3.840445528e-03
2.115000,-4.094911866e-03
2.120000,-4.353473757e-03
2.125000,-4.598512007e-03
2.130000,-4.799415726e-03
2.135000,-4.916287400e-03
2.140000,-4.905666597e-03
2.145000,-4.727238747e-03
2.150000,-4.350342035e-03
2.155000,-3.759178195e-03
2.160000,-2.955936605e-03
2.165000,-1.961472528e-03
2.170000,-8.136330945e-04
2.175000,4.363006208e-04
2.180000,1.728358539e-03
2.185000,2.999058447e-03
2.190000,4.186354334e-03
2.195000,5.233894403e-03
2.200000,6.094365287e-03
2.205000,6.731911567e-03
2.210000,7.123753799e-03
2.215000,7.261155779e-03
2.220000,7.149817981e-03
2.225000,6.809639446e-03
2.230000,6.273660737e-03
2.235000,5.585947115e-03
2.240000,4.798243475e-03
2.245000,3.965437534e-03
2.250000,3.140161528e-03
2.255000,2.367162631e-03
2.260000,1.678283070e-03
2.265000,1.088935187e-03
2.270000,5.967991691e-04
2.275000,1.831285321e-04
2.280000,-1.834153407e-04
2.285000,-5.409673629e-04
2.290000,-9.276769471e-04
2.295000,-1.375146159e-03
2.300000,-1.903284336e-03
2.305000,-2.517512790e-03
2.310000,-3.208781022e-03
2.315000,-3.956271409e-03
2.320000,-4.732101869e-03
2.325000,-5.506915545e-03
2.330000,-6.255070101e-03
2.335000,-6.958246655e-03
2.340000,-7.606664656e-03
2.345000,-8.197634908e-03
2.350000,-8.731794948e-03
2.355000,-9.207925902e-03
2.360000,-9.617634127e-03
2.365000,-9.941307623e-03
2.370000,-1.014658037e-02
2.375000,-1.019006744e-02
2.380000,-1.002244468e-02
2.385000,-9.596177040e-03
2.390000,-8.874526847e-03
2.395000,-7.840073350e-03
2.400000,-6.500969930e-03
2.405000,-4.893578767e-03
2.410000,-3.080864508e-03
2.415000,-1.146813619e-03
2.420000,8.120506946e-04
2.425000,2.696464444e-03
2.430000,4.413803542e-03
2.435000,5.885579265e-03
2.440000,7.052120243e-03
2.445000,7.874179266e-03
2.450000,8.331831946e-03
2.455000,8.421503517e-03
2.460000,8.152205887e-03
2.465000,7.542074185e-03
2.470000,6.616074809e-03
2.475000,5.405347975e-03
2.480000,3.948104751e-03
2.485000,2.291421322e-03
2.490000,4.928103307e-04
2.495000,-1.379728638e-03
2.500000,-3.250237415e-03
2.505000,-5.040288632e-03
2.510000,-6.676850477e-03
2.515000,-8.100971663e-03
2.520000,-9.275107499e-03
2.525000,-1.018690085e-02
2.530000,-1.084791908e-02
2.535000,-1.128706840e-02
2.540000,-1.153981337e-02
2.545000,-1.163551323e-02
2.550000,-1.158582387e-02
2.555000,-1.137705270e-02
2.560000,-1.096863289e-02
2.565000,-1.029868056e-02
2.570000,-9.296151955e-03
2.575000,-7.897680608e-03
2.580000,-6.065989513e-03
2.585000,-3.806080030e-03
2.590000,-1.175405786e-03
2.595000,1.714931041e-03
2.600000,4.709316893e-03
2.605000,7.626332264e-03
2.610000,1.028408465e-02
2.615000,1.252754260e-02
2.620000,1.425251241e-02
2.625000,1.542135258e-02
2.630000,1.606708312e-02
2.635000,1.628486475e-02
2.640000,1.621237485e-02
2.645000,1.600284802e-02
2.650000,1.579602491e-02
2.655000,1.569267614e-02
2.660000,1.573764594e-02
2.665000,1.591460779e-02
2.670000,1.615326082e-02
2.675000,1.634702012e-02
2.680000,1.637696690e-02
2.685000,1.613649704e-02
2.690000,1.555112034e-02
2.695000,1.458925951e-02
2.700000,1.326234002e-02
2.705000,1.161529376e-02
2.710000,9.711041840e-03
2.715000,7.613905308e-03
2.720000,5.376859642e-03
2.725000,3.036156098e-03
2.730000,6.145122848e-04
2.735000,-1.868507548e-03
2.740000,-4.382444865e-03
2.745000,-6.872907842e-03
2.750000,-9.254106724e-03
2.755000,-1.141019734e-02
2.760000,-1.320644044e-02
2.765000,-1.450859178e-02
2.770000,-1.520659298e-02
2.775000,-1.523711580e-02
2.780000,-1.459924701e-02
2.785000,-1.335875353e-02
2.790000,-1.163878186e-02
2.795000,-9.598033996e-03
2.800000,-7.400681832e-03
2.805000,-5.184699981e-03
2.810000,-3.036198576e-03
2.815000,-9.763513650e-04
2.820000,1.035250112e-03
2.825000,3.080921937e-03
2.830000,5.253140561e-03
2.835000,7.618245011e-03
2.840000,1.018462922e-02
2.845000,1.288377009e-02
2.850000,1.556962674e-02
2.855000,1.803765516e-02
2.860000,2.005992534e-02
2.865000,2.142876112e-02
2.870000,2.199896773e-02
2.875000,2.171871063e-02
2.880000,2.064154953e-02
2.885000,1.891649572e-02
2.890000,1.675821880e-02
2.895000,1.440437507e-02
2.900000,1.207021614e-02
2.905000,9.911314808e-03
2.910000,8.003209900e-03
2.915000,6.342525191e-03
2.920000,4.868730809e-03
2.925000,3.500533867e-03
2.930000,2.177177004e-03
2.935000,8.935746792e-04
2.940000,-2.804537580e-04
2.945000,-1.202879556e-03
2.950000,-1.684834255e-03
2.955000,-1.533739724e-03
2.960000,-6.045600147e-04
2.965000,1.153079268e-03
2.970000,3.663910220e-03
2.975000,6.720965960e-03
2.980000,1.000767637e-02
2.985000,1.314473787e-02
2.990000,1.575236047e-02
2.995000,1.751462036e-02
3.000000,1.823194265e-02
3.005000,1.785041387e-02
3.010000,1.646200250e-02
3.015000,1.427649544e-02
3.020000,1.157238705e-02
3.025000,8.638559604e-03
3.030000,5.720335172e-03
3.035000,2.982015036e-03
3.040000,4.937473297e-04
3.045000,-1.755507188e-03
3.050000,-3.823583350e-03
3.055000,-5.769249419e-03
3.060000,-7.607654776e-03
3.065000,-9.279485636e-03
3.070000,-1.064266903e-02
3.075000,-1.148958996e-02
3.080000,-1.158609914e-02
3.085000,-1.072285174e-02
3.090000,-8.766257897e-03
3.095000,-5.696387295e-03
3.100000,-1.622477710e-03
3.105000,3.227701836e-03
3.110000,8.542010811e-03
3.115000,1.397349370e-02
3.120000,1.919388813e-02
3.125000,2.393919873e-02
3.130000,2.803785865e-02
3.135000,3.141658108e-02
3.140000,3.408462701e-02
3.145000,3.610254576e-02
3.150000,3.754520035e-02
3.155000,3.847010691e-02
3.160000,3.890039472e-02
3.165000,3.882735340e-02
3.170000,3.823163396e-02
3.175000,3.711629572e-02
3.180000,3.554074503e-02
3.185000,3.364350190e-02
3.190000,3.164413200e-02
3.195000,2.982004145e-02
3.200000,2.846070993e-02
3.205000,2.780844010e-02
3.210000,2.799904772e-02
3.215000,2.901694467e-02
3.220000,3.067651532e-02
3.225000,3.263619508e-02
3.230000,3.444454463e-02
3.235000,3.561051002e-02
3.240000,3.568455615e-02
3.245000,3.433468408e-02
3.250000,3.140211807e-02
3.255000,2.692557894e-02
3.260000,2.112970609e-02
3.265000,1.438091185e-02
3.270000,7.120989574e-03
3.275000,-2.065203786e-04
3.280000,-7.221044290e-03
3.285000,-1.364730794e-02
3.290000,-1.932777518e-02
3.295000,-2.420541964e-02
3.300000,-2.828465207e-02
3.305000,-3.158372471e-02
3.310000,-3.409387321e-02
3.315000,-3.575825318e-02
3.320000,-3.647787451e-02
3.325000,-3.614371835e-02
3.330000,-3.468618275e-02
3.335000,-3.212718304e-02
3.340000,-2.861835545e-02
3.345000,-2.445156064e-02
3.350000,-2.003466962e-02
3.355000,-1.583470101e-02
3.360000,-1.229935531e-02
3.365000,-9.774446163e-03
3.370000,-8.436906288e-03
3.375000,-8.260311457e-03
3.380000,-9.022830977e-03
3.385000,-1.035783954e-02
3.390000,-1.183738611e-02
3.395000,-1.307065164e-02
3.400000,-1.379533170e-02
3.405000,-1.394060652e-02
3.410000,-1.364600430e-02
3.415000,-1.322994637e-02
3.420000,-1.311311303e-02
3.425000,-1.371249222e-02
3.430000,-1.532956384e-02
3.435000,-1.805858013e-02
3.440000,-2.173744039e-02
3.445000,-2.595471384e-02
3.450000,-3.011378978e-02
3.455000,-3.354179342e-02
3.460000,-3.562000509e-02
3.465000,-3.590680260e-02
3.470000,-3.422515609e-02
3.475000,-3.069435109e-02
3.480000,-2.569816955e-02
3.485000,-1.979628962e-02
3.490000,-1.359878012e-02
3.495000,-7.632238317e-03
3.500000,-2.228368228e-03
3.505000,2.538917524e-03
3.510000,6.852502785e-03
3.515000,1.108628382e-02
3.520000,1.568884943e-02
3.525000,2.104334849e-02
3.530000,2.733708861e-02
3.535000,3.447366426e-02
3.540000,4.205179742e-02
3.545000,4.942016114e-02
3.550000,5.579951242e-02
3.555000,6.044675145e-02
3.560000,6.282424547e-02
3.565000,6.273489138e-02
3.570000,6.038985876e-02
3.575000,5.639034353e-02
3.580000,5.162363031e-02
3.585000,4.709293790e-02
3.590000,4.371560931e-02
3.595000,4.213193315e-02
3.600000,4.256561837e-02
3.605000,4.476691409e-02
3.610000,4.805252929e-02
3.615000,5.143619552e-02
3.620000,5.382408240e-02
3.625000,5.423457442e-02
3.630000,5.199564037e-02
3.635000,4.687704496e-02
3.640000,3.912857088e-02
3.645000,2.941641954e-02
3.650000,1.867328403e-02
3.655000,7.897638608e-03
3.660000,-2.050439689e-03
3.665000,-1.060916055e-02
3.670000,-1.759398724e-02
3.675000,-2.317905480e-02
3.680000,-2.778840183e-02
3.685000,-3.192648078e-02
3.690000,-3.599226703e-02
3.695000,-4.012533528e-02
3.700000,-4.412456204e-02
3.705000,-4.746248744e-02
3.710000,-4.939499625e-02
3.715000,-4.914237901e-02
3.720000,-4.609960799e-02
3.725000,-4.002519721e-02
3.730000,-3.116145547e-02
3.735000,-2.025366004e-02
3.740000,-8.458393948e-03
3.745000,2.843204667e-03
3.750000,1.228916810e-02
3.755000,1.878533988e-02
3.760000,2.170473156e-02
3.765000,2.099374924e-02
3.770000,1.716206853e-02
3.775000,1.115915880e-02
3.780000,4.166177207e-03
3.785000,-2.648947641e-03
3.790000,-8.357600935e-03
3.795000,-1.242753857e-02
3.800000,-1.477815366e-02
3.805000,-1.572631000e-02
3.810000,-1.584162556e-02
3.815000,-1.575141007e-02
3.820000,-1.594637844e-02
3.825000,-1.663633417e-02
3.830000,-1.769109903e-02
3.835000,-1.867983975e-02
3.840000,-1.899721527e-02
3.845000,-1.804342071e-02
3.850000,-1.541219844e-02
3.855000,-1.103913326e-02
3.860000,-5.272358422e-03
3.865000,1.153161107e-03
3.870000,7.232857906e-03
3.875000,1.187374854e-02
3.880000,1.409623893e-02
3.885000,1.320852219e-02
3.890000,8.913368345e-03
3.895000,1.325443726e-03
3.900000,-9.098873374e-03
