time_s,acceleration_g
0.000000,-4.515938836e-06
0.005000,-4.494753680e-06
0.010000,-4.473538612e-06
0.015000,-4.452295590e-06
0.020000,-4.431025771e-06
0.025000,-4.409729492e-06
0.030000,-4.388406546e-06
0.035000,-4.367056557e-06
0.040000,-4.345679254e-06
0.045000,-4.324274568e-06
0.050000,-4.302842597e-06
0.055000,-4.281383506e-06
0.060000,-4.259897437e-06
0.065000,-4.238384472e-06
0.070000,-4.216844636e-06
0.075000,-4.195277927e-06
0.080000,-4.173684348e-06
0.085000,-4.152063917e-06
0.090000,-4.130416673e-06
0.095000,-4.108742665e-06
0.100000,-4.087041944e-06
0.105000,-4.065314553e-06
0.110000,-4.043560533e-06
0.115000,-4.021779919e-06
0.120000,-3.999972746e-06
0.125000,-3.978139049e-06
0.130000,-3.956278867e-06
0.135000,-3.934392240e-06
0.140000,-3.912479208e-06
0.145000,-3.890539812e-06
0.150000,-3.868574091e-06
0.155000,-3.846582085e-06
0.160000,-3.824563834e-06
0.165000,-3.802519375e-06
0.170000,-3.780448751e-06
0.175000,-3.758352000e-06
0.180000,-3.736229164e-06
0.185000,-3.714080283e-06
0.190000,-3.691905398e-06
0.195000,-3.669704549e-06
0.200000,-3.647477777e-06
0.205000,-3.625225124e-06
0.210000,-3.602946630e-06
0.215000,-3.580642337e-06
0.220000,-3.558312287e-06
0.225000,-3.535956521e-06
0.230000,-3.513575080e-06
0.235000,-3.491168008e-06
0.240000,-3.468735346e-06
0.245000,-3.446277136e-06
0.250000,-3.423793420e-06
0.255000,-3.401284242e-06
0.260000,-3.378749643e-06
0.265000,-3.356189667e-06
0.270000,-3.333604357e-06
0.275000,-3.310993755e-06
0.280000,-3.288357905e-06
0.285000,-3.265696851e-06
0.290000,-3.243010635e-06
0.295000,-3.220299302e-06
0.300000,-3.197562896e-06
0.305000,-3.174801460e-06
0.310000,-3.152015038e-06
0.315000,-3.129203676e-06
0.320000,-3.106367416e-06
0.325000,-3.083506304e-06
0.330000,-3.060620385e-06
0.335000,-3.037709704e-06
0.340000,-3.014774304e-06
0.345000,-2.991814233e-06
0.350000,-2.968829534e-06
0.355000,-2.945820253e-06
0.360000,-2.922786437e-06
0.365000,-2.899728130e-06
0.370000,-2.876645378e-06
0.375000,-2.853538228e-06
0.380000,-2.830406726e-06
0.385000,-2.807250918e-06
0.390000,-2.784070851e-06
0.395000,-2.760866570e-06
0.400000,-2.737638124e-06
0.405000,-2.714385558e-06
0.410000,-2.691108921e-06
0.415000,-2.667808258e-06
0.420000,-2.644483618e-06
0.425000,-2.621135048e-06
0.430000,-2.597762596e-06
0.435000,-2.574366309e-06
0.440000,-2.550946235e-06
0.445000,-2.527502423e-06
0.450000,-2.504034921e-06
0.455000,-2.480543776e-06
0.460000,-2.457029039e-06
0.465000,-2.433490756e-06
0.470000,-2.409928978e-06
0.475000,-2.386343752e-06
0.480000,-2.362735129e-06
0.485000,-2.339103157e-06
0.490000,-2.315447887e-06
0.495000,-2.291769366e-06
0.500000,-2.268067646e-06
0.505000,-2.244342776e-06
0.510000,-2.220594805e-06
0.515000,-2.196823785e-06
0.520000,-2.173029766e-06
0.525000,-2.149212797e-06
0.530000,-2.125372929e-06
0.535000,-2.101510214e-06
0.540000,-2.077624702e-06
0.545000,-2.053716444e-06
0.550000,-2.029785492e-06
0.555000,-2.005831896e-06
0.560000,-1.981855708e-06
0.565000,-1.957856980e-06
0.570000,-1.933835763e-06
0.575000,-1.909792110e-06
0.580000,-1.885726072e-06
0.585000,-1.861637702e-06
0.590000,-1.837527052e-06
0.595000,-1.813394175e-06
0.600000,-1.789239122e-06
0.605000,-1.765061948e-06
0.610000,-1.740862705e-06
0.615000,-1.716641446e-06
0.620000,-1.692398224e-06
0.625000,-1.668133093e-06
0.630000,-1.643846106e-06
0.635000,-1.619537317e-06
0.640000,-1.595206780e-06
0.645000,-1.570854549e-06
0.650000,-1.546480677e-06
0.655000,-1.522085220e-06
0.660000,-1.497668231e-06
0.665000,-1.473229765e-06
0.670000,-1.448769878e-06
0.675000,-1.424288623e-06
0.680000,-1.399786055e-06
0.685000,-1.375262231e-06
0.690000,-1.350717205e-06
0.695000,-1.326151033e-06
0.700000,-1.301563770e-06
0.705000,-1.276955472e-06
0.710000,-1.252326195e-06
0.715000,-1.227675995e-06
0.720000,-1.203004928e-06
0.725000,-1.178313051e-06
0.730000,-1.153600420e-06
0.735000,-1.128867092e-06
0.740000,-1.104113123e-06
0.745000,-1.079338570e-06
0.750000,-1.054543492e-06
0.755000,-1.029727943e-06
0.760000,-1.004891983e-06
0.765000,-9.800356688e-07
0.770000,-9.551590576e-07
0.775000,-9.302622076e-07
0.780000,-9.053451768e-07
0.785000,-8.804080231e-07
0.790000,-8.554508049e-07
0.795000,-8.304735807e-07
0.800000,-8.054764089e-07
0.805000,-7.804593482e-07
0.810000,-7.554224576e-07
0.815000,-7.303657960e-07
0.820000,-7.052894226e-07
0.825000,-6.801933967e-07
0.830000,-6.550777777e-07
0.835000,-6.299426251e-07
0.840000,-6.047879989e-07
0.845000,-5.796139587e-07
0.850000,-5.544205648e-07
0.855000,-5.292078771e-07
0.860000,-5.039759562e-07
0.865000,-4.787248624e-07
0.870000,-4.534546564e-07
0.875000,-4.281653989e-07
0.880000,-4.028571509e-07
0.885000,-3.775299735e-07
0.890000,-3.521839277e-07
0.895000,-3.268190751e-07
0.900000,-3.014354771e-07
0.905000,-2.760331954e-07
0.910000,-2.506122917e-07
0.915000,-2.251728280e-07
0.920000,-1.997148665e-07
0.925000,-1.742384692e-07
0.930000,-1.487436988e-07
0.935000,-1.232306176e-07
0.940000,-9.769928837e-08
0.945000,-7.214977393e-08
0.950000,-4.658213726e-08
0.955000,-2.099644149e-08
0.960000,4.607250116e-09
0.965000,3.022887414e-08
0.970000,5.586836702e-08
0.975000,8.152566503e-08
0.980000,1.072007043e-07
0.985000,1.328934209e-07
0.990000,1.586037506e-07
0.995000,1.843316291e-07
1.000000,2.100769920e-07
1.005000,2.358397747e-07
1.010000,2.616199125e-07
1.015000,2.874173404e-07
1.020000,3.132319934e-07
1.025000,3.390638064e-07
1.030000,3.649127141e-07
1.035000,3.907786509e-07
1.040000,4.166615512e-07
1.045000,4.425613494e-07
1.050000,4.684779794e-07
1.055000,4.944113752e-07
1.060000,5.203614706e-07
1.065000,5.463281993e-07
1.070000,5.723114948e-07
1.075000,5.983112904e-07
1.080000,6.243275193e-07
1.085000,6.503601147e-07
1.090000,6.764090094e-07
1.095000,7.024741362e-07
1.100000,7.285554278e-07
1.105000,7.546528166e-07
1.110000,7.807662350e-07
1.115000,8.068956151e-07
1.120000,8.330408890e-07
1.125000,8.592019887e-07
1.130000,8.853788458e-07
1.135000,9.115713920e-07
1.140000,9.377795587e-07
1.145000,9.640032773e-07
1.150000,9.902424790e-07
1.155000,1.016497095e-06
1.160000,1.042767055e-06
1.165000,1.069052292e-06
1.170000,1.095352734e-06
1.175000,1.121668314e-06
1.180000,1.147998960e-06
1.185000,1.174344604e-06
1.190000,1.200705175e-06
1.195000,1.227080603e-06
1.200000,1.253470817e-06
1.205000,1.279875748e-06
1.210000,1.306295325e-06
1.215000,1.332729477e-06
1.220000,1.359178134e-06
1.225000,1.385641223e-06
