time_s,acceleration_g
0.000000,-1.975655442e-04
0.010000,-1.979303680e-04
0.020000,-1.982947682e-04
0.030000,-1.986587393e-04
0.040000,-1.990222763e-04
0.050000,-1.993853741e-04
0.060000,-1.997480272e-04
0.070000,-2.001102304e-04
0.080000,-2.004719786e-04
0.090000,-2.008332664e-04
0.100000,-2.011940887e-04
0.110000,-2.015544401e-04
0.120000,-2.019143154e-04
0.130000,-2.022737093e-04
0.140000,-2.026326167e-04
0.150000,-2.029910322e-04
0.160000,-2.033489506e-04
0.170000,-2.037063668e-04
0.180000,-2.040632756e-04
0.190000,-2.044196724e-04
0.200000,-2.047755542e-04
0.210000,-2.051309236e-04
0.220000,-2.054857907e-04
0.230000,-2.058401694e-04
0.240000,-2.061940698e-04
0.250000,-2.065474852e-04
0.260000,-2.069003761e-04
0.270000,-2.072526666e-04
0.280000,-2.076042991e-04
0.290000,-2.079553287e-04
0.300000,-2.083059060e-04
0.310000,-2.086560795e-04
0.320000,-2.090056923e-04
0.330000,-2.093546476e-04
0.340000,-2.097030802e-04
0.350000,-2.100506142e-04
0.360000,-2.103950021e-04
0.370000,-2.107317099e-04
0.380000,-2.110554425e-04
0.390000,-2.113634205e-04
0.400000,-2.116603173e-04
0.410000,-2.119637958e-04
0.420000,-2.123054964e-04
0.430000,-2.127204185e-04
0.440000,-2.132246530e-04
0.450000,-2.137950852e-04
0.460000,-2.143731174e-04
0.470000,-2.149024700e-04
0.480000,-2.153776246e-04
0.490000,-2.158570864e-04
0.500000,-2.164180009e-04
0.510000,-2.170697406e-04
0.520000,-2.176608971e-04
0.530000,-2.178371899e-04
0.540000,-2.171537686e-04
0.550000,-2.153945649e-04
0.560000,-2.129393411e-04
0.570000,-2.108532299e-04
0.580000,-2.104778917e-04
0.590000,-2.126159794e-04
0.600000,-2.167460965e-04
0.610000,-2.209052287e-04
0.620000,-2.226006380e-04
0.630000,-2.203184022e-04
0.640000,-2.146418431e-04
0.650000,-2.083350459e-04
0.660000,-2.054093713e-04
0.670000,-2.094043226e-04
0.680000,-2.213297563e-04
0.690000,-2.384113979e-04
0.700000,-2.549566960e-04
0.710000,-2.653568624e-04
0.720000,-2.674253853e-04
0.730000,-2.636677897e-04
0.740000,-2.592852589e-04
0.750000,-2.580790602e-04
0.760000,-2.592952991e-04
0.770000,-2.579573681e-04
0.780000,-2.485452827e-04
0.790000,-2.296017313e-04
0.800000,-2.066560149e-04
0.810000,-1.918218859e-04
0.820000,-1.995686536e-04
0.830000,-2.397440353e-04
0.840000,-3.106843485e-04
0.850000,-3.962327942e-04
